Material,aa,bb,cc,SG,C11,C12,Y_2D_a,Y_2D_b,G_a,G_b,B_a,B_b,V_a,V_b
Zn-S-Be-O,6.850000,6.850000,24.000000,1.000000,-12.120000,-11.050000,-2.050000,-2.050000,-0.540000,-0.540000,-11.590000,-11.590000,0.910000,0.910000
Zn-S-Be-Se,7.525000,7.525000,19.892000,1.000000,48.590000,37.250000,20.030000,20.030000,5.670000,5.670000,42.920000,42.920000,0.770000,0.770000
Zn-S-Be-Te,7.867000,7.867000,18.201000,1.000000,39.660000,2.910000,39.440000,39.440000,18.370000,18.370000,21.290000,21.290000,0.070000,0.070000
Zn-S-Cd-O,7.585000,7.585000,19.577000,1.000000,25.400000,19.330000,10.700000,10.700000,3.040000,3.040000,22.370000,22.370000,0.760000,0.760000
Zn-S-Cd-Se,8.107000,8.107000,17.137000,1.000000,-18.760000,-37.400000,55.800000,55.800000,9.320000,9.320000,-28.080000,-28.080000,1.990000,1.990000
Zn-S-Cd-Te,8.242000,8.242000,16.580000,1.000000,-12.200000,15.350000,7.120000,7.120000,-13.770000,-13.770000,1.580000,1.580000,-1.260000,-1.260000
Zn-Se-Ba-O,8.384000,8.384000,16.025000,1.000000,31.400000,8.160000,29.280000,29.280000,11.620000,11.620000,19.780000,19.780000,0.260000,0.260000
Zn-Se-Ba-S,8.720000,8.720000,14.813000,1.000000,-52.520000,-26.310000,-39.340000,-39.340000,-13.100000,-13.100000,-39.410000,-39.410000,0.500000,0.500000
Zn-Se-Ba-Te,10.769000,10.769000,9.711000,1.000000,4.590000,2.560000,3.150000,3.150000,1.010000,1.010000,3.570000,3.570000,0.560000,0.560000
Zn-Se-Be-O,7.446000,7.446000,20.312000,1.000000,-8.770000,12.510000,9.070000,9.070000,-10.640000,-10.640000,1.870000,1.870000,-1.430000,-1.430000
Zn-Se-Be-S,7.409000,7.409000,20.517000,1.000000,-60.760000,-57.670000,-6.030000,-6.030000,-1.550000,-1.550000,-59.210000,-59.210000,0.950000,0.950000
Zn-Se-Be-Te,8.052000,8.052000,17.372000,1.000000,62.000000,8.770000,60.760000,60.760000,26.610000,26.610000,35.390000,35.390000,0.140000,0.140000
Zn-Se-Cd-O,7.664000,7.664000,19.173000,1.000000,20.540000,5.950000,18.810000,18.810000,7.290000,7.290000,13.240000,13.240000,0.290000,0.290000
Zn-Se-Cd-S,8.277000,8.277000,16.440000,1.000000,31.860000,-7.530000,30.080000,30.080000,19.690000,19.690000,12.160000,12.160000,-0.240000,-0.240000
Zn-Se-Cd-Te,8.570000,8.570000,15.334000,1.000000,13.920000,-3.130000,13.220000,13.220000,8.520000,8.520000,5.400000,5.400000,-0.220000,-0.220000
Zn-Se-Mg-O,7.606000,7.606000,19.469000,1.000000,2.020000,60.350000,-1800.580000,-1800.580000,-29.160000,-29.160000,31.180000,31.180000,29.870000,29.870000
Zn-Se-Mg-S,8.128000,8.128000,17.050000,1.000000,12.500000,17.000000,-10.630000,-10.630000,-2.250000,-2.250000,14.750000,14.750000,1.360000,1.360000
Zn-Se-Mg-Te,8.490000,8.490000,15.624000,1.000000,-19.040000,11.310000,-12.320000,-12.320000,-15.180000,-15.180000,-3.860000,-3.860000,-0.590000,-0.590000
Zn-Se-Sr-O,8.107000,8.107000,17.139000,1.000000,43.390000,29.040000,23.950000,23.950000,7.170000,7.170000,36.220000,36.220000,0.670000,0.670000
Zn-Se-Sr-S,8.653000,8.653000,15.043000,1.000000,-21.330000,21.750000,0.850000,0.850000,-21.540000,-21.540000,0.210000,0.210000,-1.020000,-1.020000
Zn-Se-Sr-Te,8.634000,8.634000,15.110000,1.000000,9.750000,3.180000,8.720000,8.720000,3.290000,3.290000,6.470000,6.470000,0.330000,0.330000
Zn-S-Mg-O,7.230000,7.230000,21.544000,1.000000,-37.810000,-56.210000,45.760000,45.760000,9.200000,9.200000,-47.010000,-47.010000,1.490000,1.490000
Zn-S-Mg-Se,8.049000,8.049000,17.384000,1.000000,29.650000,14.680000,22.380000,22.380000,7.480000,7.480000,22.170000,22.170000,0.500000,0.500000
Zn-S-Mg-Te,8.190000,8.190000,16.793000,1.000000,-28.650000,5.950000,-27.410000,-27.410000,-17.300000,-17.300000,-11.350000,-11.350000,-0.210000,-0.210000
Zn-S-Sr-O,7.933000,7.933000,17.898000,1.000000,36.910000,40.220000,-6.920000,-6.920000,-1.660000,-1.660000,38.560000,38.560000,1.090000,1.090000
Zn-S-Sr-Se,8.262000,8.262000,16.501000,1.000000,-68.640000,1.120000,-68.620000,-68.620000,-34.880000,-34.880000,-33.760000,-33.760000,-0.020000,-0.020000
Zn-S-Sr-Te,9.762000,9.762000,11.819000,1.000000,18.380000,15.310000,5.640000,5.640000,1.540000,1.540000,16.840000,16.840000,0.830000,0.830000
Zn-Te-Ba-O,8.672000,8.672000,14.977000,1.000000,58.380000,44.720000,24.130000,24.130000,6.830000,6.830000,51.550000,51.550000,0.770000,0.770000
Zn-Te-Ba-S,9.229000,9.229000,13.224000,1.000000,21.910000,-5.690000,20.430000,20.430000,13.800000,13.800000,8.110000,8.110000,-0.260000,-0.260000
Zn-Te-Ba-Se,9.280000,9.280000,13.078000,1.000000,23.320000,6.580000,21.460000,21.460000,8.370000,8.370000,14.950000,14.950000,0.280000,0.280000
Zn-Te-Be-O,7.966000,7.966000,17.749000,1.000000,56.810000,86.190000,-73.960000,-73.960000,-14.690000,-14.690000,71.500000,71.500000,1.520000,1.520000
Zn-Te-Be-S,7.056000,7.056000,22.621000,1.000000,-8.320000,-39.480000,178.900000,178.900000,15.580000,15.580000,-23.900000,-23.900000,4.740000,4.740000
Zn-Te-Be-Se,7.803000,7.803000,18.496000,1.000000,-29.250000,-47.590000,48.200000,48.200000,9.170000,9.170000,-38.420000,-38.420000,1.630000,1.630000
Zn-Te-Cd-O,7.818000,7.818000,18.428000,1.000000,-5.660000,6.340000,1.420000,1.420000,-6.000000,-6.000000,0.340000,0.340000,-1.120000,-1.120000
Zn-Te-Cd-S,8.561000,8.561000,15.366000,1.000000,13.760000,4.530000,12.270000,12.270000,4.610000,4.610000,9.140000,9.140000,0.330000,0.330000
Zn-Te-Cd-Se,8.696000,8.696000,14.896000,1.000000,25.920000,-11.820000,20.530000,20.530000,18.870000,18.870000,7.050000,7.050000,-0.460000,-0.460000
Zn-Te-Mg-O,7.216000,7.216000,21.629000,1.000000,19.460000,-16.310000,5.790000,5.790000,17.890000,17.890000,1.580000,1.580000,-0.840000,-0.840000
Zn-Te-Mg-S,8.389000,8.389000,16.004000,1.000000,30.020000,8.830000,27.430000,27.430000,10.600000,10.600000,19.420000,19.420000,0.290000,0.290000
Zn-Te-Mg-Se,8.626000,8.626000,15.137000,1.000000,14.080000,20.530000,-15.850000,-15.850000,-3.220000,-3.220000,17.300000,17.300000,1.460000,1.460000
Zn-Te-Sr-O,8.322000,8.322000,16.265000,1.000000,0.620000,-9.170000,-134.710000,-134.710000,4.900000,4.900000,-4.270000,-4.270000,-14.760000,-14.760000
Zn-Te-Sr-S,9.133000,9.133000,13.502000,1.000000,23.740000,11.360000,18.300000,18.300000,6.190000,6.190000,17.550000,17.550000,0.480000,0.480000
Zn-Te-Sr-Se,9.171000,9.171000,13.390000,1.000000,54.770000,-12.710000,51.820000,51.820000,33.740000,33.740000,21.030000,21.030000,-0.230000,-0.230000
